name,agency,code,routes,toward
MAIN ST AT ASHWOOD TERRACE,njt_bus,7125,,
MAIN ST AT PARK DR NORTH,njt_bus,7126,,
MAIN ST AT PARK TERRACE,njt_bus,7127,,
MAIN ST AT MCKINLEY AVE,njt_bus,7128,,
MAIN ST AT LLEWELLYN AVE,njt_bus,7129,,
MAIN ST AT ERWIN PL,njt_bus,7130,,
MAIN ST AT EDISONIA TER,njt_bus,7131,,
MAIN ST AT LAKESIDE AVE,njt_bus,7132,,
MAIN ST AT PARK WAY,njt_bus,7133,,
MAIN ST AT LINDSLEY AVE,njt_bus,7134,,
MT PLEASANT AVE AT MERKLIN AVE,njt_bus,7135,,West Caldwell
MT PLEASANT AVE AT ELLISON AVE,njt_bus,7136,,West Caldwell
MT PLEASANT AVE AT SUMMIT ST,njt_bus,7137,,West Caldwell
MT PLEASANT AVE AT SKYLINE DR,njt_bus,7138,,West Caldwell
MT PLEASANT AVE AT RIDGE RD,njt_bus,7139,,West Caldwell
MT PLEASANT AVE AT BYRNE RD,njt_bus,7140,,West Caldwell
MT PLEASANT AVE AT GREGORY AVE,njt_bus,7141,,West Caldwell
MT PLEASANT AVE AT GREENTREE RD,njt_bus,7142,,West Caldwell
MT PLEASANT AVE AT RANDOLPH PL,njt_bus,7143,,West Caldwell
MT PLEASANT AVE AT LONGVIEW ST,njt_bus,7144,,West Caldwell
MT PLEASANT AVE AT GASTON ST,njt_bus,7145,,West Caldwell
MT PLEASANT AVE AT GASTON ST,njt_bus,7146,,Newark
MT PLEASANT AVE AT BROOKSIDE RD,njt_bus,7147,,Newark
MT PLEASANT AVE AT GREENTREE RD,njt_bus,7148,,Newark
MT PLEASANT AVE AT HIGHLAND PL,njt_bus,7149,,Newark
MT PLEASANT AVE AT BYRNE RD,njt_bus,7150,,Newark
MT PLEASANT AVE AT JONES PL,njt_bus,7151,,Newark
MT PLEASANT AVE AT RIDGE RD,njt_bus,7152,,Newark
MT PLEASANT AVE AT CAROLINA AVE,njt_bus,7153,,Newark
MT PLEASANT AVE AT SUMMIT ST,njt_bus,7154,,Newark
MT PLEASANT AVE AT ELLISON AVE,njt_bus,7155,,Newark
MT PLEASANT AVE AT MERKLIN AVE,njt_bus,7156,,Newark
MT PLEASANT AVE AT CRESTMONT RD,njt_bus,7157,,Newark
NORTHFIELD AVE AT DOGWOOD RD,njt_bus,7158,,
NORTHFIELD AVE OPP. VIZCAYA BLVD,njt_bus,7159,,
NORTHFIELD AVE AT ASPEN RD,njt_bus,7160,,
NORTHFIELD AVE AT WARNICK LN,njt_bus,7161,,
NORTHFIELD AVE AT ZOO AND ARENA LOOP,njt_bus,7162,,
NORTHFIELD AVE AT SHERIDAN AVE,njt_bus,7163,,
NORTHFIELD AVE AT ROCK SPRING AVE,njt_bus,7164,,
NORTHFIELD AVE AT RIDGEWAY AVE,njt_bus,7165,,
NORTHFIELD AVE AT PROSPECT AVE,njt_bus,7166,,
NORTHFIELD AVE AT BRANDFORD AVE,njt_bus,7167,,
NORTHFIELD AVE AT COLONY DR,njt_bus,7168,,
NORTHFIELD AVE AT BEVERLY RD,njt_bus,7169,,
NORTHFIELD AVE AT OLD NORTHFIELD RD,njt_bus,7170,,
NORTHFIELD AVE AT WHEELER ST,njt_bus,7171,,
NORTHFIELD AVE AT WHEELER ST,njt_bus,7172,,
NORTHFIELD AVE AT HUTTON AVE,njt_bus,7173,,
NORTHFIELD AVE AT SETON HALL PREP DR,njt_bus,7174,,
NORTHFIELD AVE AT LINDEN AVE,njt_bus,7175,,
NORTHFIELD AVE AT GREGORY AVE,njt_bus,7176,,
NORTHFIELD AVE AT GRANDVIEW AVE,njt_bus,7177,,
NORTHFIELD AVE AT PROSPECT AVE,njt_bus,7178,,
NORTHFIELD AVE AT RIDGEWAY AVE,njt_bus,7179,,
NORTHFIELD AVE AT ROCK SPRING AVE,njt_bus,7180,,
NORTHFIELD AVE AT SHERIDAN AVE,njt_bus,7181,,
NORTHFIELD AVE AT WARNICK LN,njt_bus,7182,,
NORTHFIELD AVE AT WOODS END RD,njt_bus,7183,,
NORTHFIELD AVE AT VIZCAYA BLVD,njt_bus,7184,,
PLEASANT VALLEY WAY AT MT PLEASANT AVE,njt_bus,7185,,West Caldwell
PLEASANT VALLEY WAY AT ELMWOOD AVE,njt_bus,7186,,West Caldwell
PLEASANT VALLEY WAY 335'N OF BUCKINGHAM RD,njt_bus,7187,,West Caldwell
PLEASANT VALLEY WAY AT BELLE TERRE RD,njt_bus,7188,,West Caldwell
PLEASANT VALLEY WAY AT WESSMAN DR,njt_bus,7189,,West Caldwell
PLEASANT VALLEY WAY AT HOOPER AVE,njt_bus,7190,,West Caldwell
PLEASANT VALLEY WAY AT ALISA PL,njt_bus,7191,,West Caldwell
PLEASANT VALLEY WAY AT STANFORD AVE,njt_bus,7192,,West Caldwell
PLEASANT VALLEY WAY AT GREENWOOD AVE,njt_bus,7193,,West Caldwell
PLEASANT VALLEY WAY AT EAGLE ROCK AVE,njt_bus,7194,,Newark
PLEASANT VALLEY WAY AT GREENWOOD AVE,njt_bus,7195,,Newark
PLEASANT VALLEY WAY AT STANFORD AVE,njt_bus,7196,,Newark
PLEASANT VALLEY WAY AT LAKEVIEW DR,njt_bus,7197,,Newark
PLEASANT VALLEY WAY AT SUNNYSIDE RD,njt_bus,7198,,Newark
PLEASANT VALLEY WAY AT DAWSON AVE,njt_bus,7199,,Newark
PLEASANT VALLEY WAY AT BELLE TERRE RD,njt_bus,7200,,Newark
PLEASANT VALLEY WAY AT MT. VERNON AVE,njt_bus,7201,,Newark
PLEASANT VALLEY WAY AT MT. PLEASANT PL,njt_bus,7202,,Newark
PROSPECT AVE 50' N OF MARCELLA AVE.,njt_bus,7203,,Newark
PROSPECT AVE AT GUERINO PL,njt_bus,7204,,Newark
ESSEX GREEN SHOPPING CENTER,njt_bus,7205,,Newark
PROSPECT AVE AT EAGLE ROCK AVE,njt_bus,7206,,West Caldwell
PROSPECT AVE AT HARRINGTON TER,njt_bus,7207,,West Caldwell
ESSEX GREEN SHOPPING CENTER,njt_bus,7208,,West Caldwell
PROSPECT AVE AT MARCELLA AVE,njt_bus,7209,,West Caldwell
WASHINGTON ST AT LIBERTY ST,njt_bus,7210,,East Orange
WASHINGTON ST AT WATCHUNG AVE,njt_bus,7211,,Montclair
MISSISSIPPI AVE LOOP,njt_bus,7212,,
PLEASANT VALLEY WAY AT FAIRWAY AVE,njt_bus,7213,,
PLEASANT VALLEY WAY AT NESTRO RD#,njt_bus,7214,,
MAIN ST AT WHITE ST#,njt_bus,7215,,
NORTHFIELD AVE AT GRANDVIEW AVE#,njt_bus,7216,,
AVE C AT W 2ND ST,njt_bus,7764,,Jersey City
AVE C AT W 3RD ST,njt_bus,7765,,Jersey City
AVE C AT W 5TH ST,njt_bus,7766,,Jersey City
AVE C AT W 12TH ST,njt_bus,7767,,Jersey City
AVE C AT W 14TH ST,njt_bus,7768,,Jersey City
AVE C AT W 16TH ST,njt_bus,7769,,Jersey City
AVE C AT W 18TH ST,njt_bus,7770,,Jersey City
AVE C AT W 20TH ST,njt_bus,7771,,Jersey City
AVE C AT W 22ND ST,njt_bus,7772,,Jersey City
AVE C AT W 24TH ST,njt_bus,7773,,Jersey City
AVE C AT W 26TH ST,njt_bus,7774,,Jersey City
AVE C AT W 28TH ST,njt_bus,7775,,Jersey City
AVE C AT W 30TH ST,njt_bus,7776,,Jersey City
AVE C AT W 31ST ST,njt_bus,7777,,Jersey City
AVE C AT W 32ND ST,njt_bus,7778,,Jersey City
AVE C AT 33RD ST,njt_bus,7779,,Jersey City
AVE C AT W 35TH ST,njt_bus,7780,,Jersey City
AVE C AT W 37TH ST,njt_bus,7781,,Jersey City
AVE C AT W 39TH ST,njt_bus,7782,,Jersey City
AVE C AT W 41ST ST,njt_bus,7783,,Jersey City
AVE C AT W 43RD ST,njt_bus,7784,,Jersey City
AVE C AT W 45TH ST,njt_bus,7785,,Jersey City
AVE C AT W 47TH ST,njt_bus,7786,,Jersey City
AVE C AT W 49TH ST,njt_bus,7787,,Jersey City
AVE C AT W 51ST ST,njt_bus,7788,,Jersey City
AVE C AT W 53RD ST,njt_bus,7789,,Jersey City
AVE C AT 54TH ST,njt_bus,7790,,Jersey City
AVE C AT W 55TH ST,njt_bus,7791,,Jersey City
AVE C AT W 57TH ST,njt_bus,7792,,Jersey City
AVE C AT W 56TH ST,njt_bus,7793,,Bayonne
AVE C AT 54TH ST,njt_bus,7794,,Bayonne
AVE C AT W 52ND ST,njt_bus,7795,,Bayonne
AVE C AT W 50TH ST,njt_bus,7796,,Bayonne
AVE C AT W 48TH ST,njt_bus,7797,,Bayonne
AVE C AT W 46TH ST,njt_bus,7798,,Bayonne
AVE C AT W 44TH ST,njt_bus,7799,,Bayonne
AVE C AT W 42ND ST,njt_bus,7800,,Bayonne
AVE C AT W 40TH ST,njt_bus,7801,,Bayonne
AVE C AT W 38TH ST,njt_bus,7802,,Bayonne
AVE C AT W 36TH ST,njt_bus,7803,,Bayonne
AVE C AT W 34TH ST,njt_bus,7804,,Bayonne
AVE C AT W 33RD ST,njt_bus,7805,,Bayonne
AVE C AT W 32ND ST,njt_bus,7806,,Bayonne
AVE C AT W 31ST ST,njt_bus,7807,,Bayonne
AVE C AT W 30TH ST,njt_bus,7808,,Bayonne
AVE C AT W 28TH ST,njt_bus,7809,,Bayonne
AVE C AT W 26TH ST,njt_bus,7810,,Bayonne
AVE C AT W 25TH ST,njt_bus,7811,,Bayonne
AVE C AT W 24TH ST,njt_bus,7812,,Bayonne
AVE C AT W 22ND ST,njt_bus,7813,,Bayonne
AVE C AT W 20TH ST,njt_bus,7814,,Bayonne
AVE C AT W 18TH ST,njt_bus,7815,,Bayonne
AVE C AT ANDREW ST,njt_bus,7816,,Bayonne
AVE C AT W 16TH ST,njt_bus,7817,,Bayonne
AVE C AT W 14TH ST,njt_bus,7818,,Bayonne
AVE C AT W 11TH ST,njt_bus,7819,,Bayonne
BROADWAY AT 5TH ST,njt_bus,7820,,
BROADWAY AT SILVER ST,njt_bus,7821,,Jersey City
BROADWAY AT COTTAGE ST,njt_bus,7822,,Jersey City
BROADWAY AT AVE. E,njt_bus,7823,,
BROADWAY AT 10TH ST,njt_bus,7824,,
BROADWAY AT 12TH ST,njt_bus,7825,,
BROADWAY AT 14TH ST,njt_bus,7826,,
BROADWAY AT 16TH ST,njt_bus,7827,,
BROADWAY AT 18TH ST,njt_bus,7828,,
BROADWAY AT 19TH ST,njt_bus,7829,,
BROADWAY AT 21ST ST,njt_bus,7830,,
BROADWAY AT 23RD ST,njt_bus,7831,,
BROADWAY AT 25TH ST,njt_bus,7832,,
BROADWAY AT EAST/WEST 27TH STREET,njt_bus,7833,,
BROADWAY AT 29TH ST,njt_bus,7834,,
BROADWAY AT 30TH ST,njt_bus,7835,,
BROADWAY AT 32ND ST,njt_bus,7836,,
BROADWAY AT 33RD ST,njt_bus,7837,,
BROADWAY AT 35TH ST,njt_bus,7838,,
BROADWAY AT 37TH ST,njt_bus,7839,,
BROADWAY AT 39TH ST,njt_bus,7840,,
BROADWAY AT 41ST ST,njt_bus,7841,,
BROADWAY AT 43RD ST,njt_bus,7842,,
BROADWAY AT 45TH ST,njt_bus,7843,,
BROADWAY AT 47TH ST,njt_bus,7844,,
BROADWAY AT 49TH ST,njt_bus,7845,,
BROADWAY AT 50TH ST,njt_bus,7846,,
BROADWAY AT 52ND ST,njt_bus,7847,,
BROADWAY AT 54TH STREET,njt_bus,7848,,
BROADWAY AT 52ND ST,njt_bus,7849,,
BROADWAY AT 50TH ST,njt_bus,7850,,
BROADWAY AT 48TH ST,njt_bus,7851,,
BROADWAY AT 46TH ST,njt_bus,7852,,
BROADWAY AT 44TH ST,njt_bus,7853,,
BROADWAY AT 42ND ST,njt_bus,7854,,
BROADWAY AT 40TH ST,njt_bus,7855,,
BROADWAY AT 38TH ST,njt_bus,7856,,
BROADWAY AT 36TH ST,njt_bus,7857,,
BROADWAY AT 34TH ST,njt_bus,7858,,
BROADWAY AT 33RD ST,njt_bus,7859,,
BROADWAY AT 32ND ST,njt_bus,7860,,
BROADWAY AT 31ST ST,njt_bus,7861,,
BROADWAY AT 30TH ST,njt_bus,7862,,
BROADWAY AT 29TH ST,njt_bus,7863,,
BROADWAY AT EAST/WEST 27TH STREET,njt_bus,7864,,
BROADWAY AT 26TH ST,njt_bus,7865,,
BROADWAY AT 24TH ST,njt_bus,7866,,
BROADWAY AT 22ND ST,njt_bus,7867,,
BROADWAY AT 20TH ST,njt_bus,7868,,
BROADWAY AT 18TH ST,njt_bus,7869,,
BROADWAY AT 16TH ST,njt_bus,7870,,
BROADWAY AT 14TH ST,njt_bus,7871,,
BROADWAY AT 12TH ST,njt_bus,7872,,
BROADWAY AT 10TH ST,njt_bus,7873,,
BROADWAY AT 9TH ST,njt_bus,7874,,
BROADWAY AT 7TH ST,njt_bus,7875,,
BROADWAY AT 5TH ST,njt_bus,7876,,
BROADWAY AT 4TH ST,njt_bus,7877,,Bayonne
BROADWAY AT 3RD ST,njt_bus,7878,,Bayonne
BROADWAY AT 2ND ST,njt_bus,7879,,Bayonne
BROADWAY AT 1ST ST,njt_bus,7880,,Bayonne
1ST ST AT AVE C,njt_bus,7881,,Bayonne
4TH ST AT BROADWAY,njt_bus,7882,,
5TH ST AT BROADWAY,njt_bus,7883,,Bayonne
55TH ST AT AVE C,njt_bus,7884,,Bayonne
JFK BLVD AT 3RD ST,njt_bus,7885,,Jersey City
JFK BLVD AT 4TH ST,njt_bus,7886,,Jersey City
JFK BLVD AT 8TH ST,njt_bus,7887,,Jersey City
JFK BLVD AT 10TH ST,njt_bus,7888,,Jersey City
JFK BLVD AT 12TH ST,njt_bus,7889,,Jersey City
JFK BLVD AT 14TH ST,njt_bus,7890,,Jersey City
JFK BLVD AT 16TH ST,njt_bus,7891,,Jersey City
JFK BLVD AT ANDREW ST,njt_bus,7892,,Jersey City
JFK BLVD AT 19TH ST,njt_bus,7893,,Jersey City
JFK BLVD AT 21ST ST,njt_bus,7894,,Jersey City
JFK BLVD AT 23RD ST,njt_bus,7895,,Jersey City
JFK BLVD AT 27TH ST,njt_bus,7896,,Jersey City
JFK BLVD AT 30TH ST,njt_bus,7897,,Jersey City
JFK BLVD AT 32ND ST,njt_bus,7898,,Jersey City
JFK BLVD AT 34TH ST,njt_bus,7899,,Jersey City
JFK BLVD AT 39TH ST,njt_bus,7900,,Jersey City
JFK BLVD AT DELVIN DR,njt_bus,7901,,Jersey City
JFK BLVD AT 48TH ST,njt_bus,7902,,Jersey City
JFK BLVD AT 50TH ST,njt_bus,7903,,Jersey City
JFK BLVD AT 52ND ST,njt_bus,7904,,Jersey City
JFK BLVD AT 54TH ST,njt_bus,7905,,Jersey City
JFK BLVD AT 57TH ST,njt_bus,7906,,Jersey City
JFK BLVD AT 58TH ST,njt_bus,7907,,Jersey City
JFK BLVD AT 63RD ST,njt_bus,7908,,Jersey City
JFK BLVD AT 63RD ST,njt_bus,7909,,Bayonne
JFK BLVD AT 57TH ST,njt_bus,7910,,Bayonne
JFK BLVD AT 54TH ST,njt_bus,7911,,Bayonne
JFK BLVD AT 52ND ST,njt_bus,7912,,Bayonne
JFK BLVD AT 48TH ST,njt_bus,7913,,Bayonne
JFK BLVD AT 46TH ST,njt_bus,7914,,Bayonne
JFK BLVD AT 44TH ST,njt_bus,7915,,Bayonne
JFK BLVD AT 42ND ST,njt_bus,7916,,Bayonne
JFK BLVD AT DILLON DR,njt_bus,7917,,Bayonne
JFK BLVD AT 37TH ST,njt_bus,7918,,Bayonne
JFK BLVD AT 35TH ST,njt_bus,7919,,Bayonne
JFK BLVD AT 33RD ST,njt_bus,7920,,Bayonne
JFK BLVD AT 30TH ST,njt_bus,7921,,Bayonne
JFK BLVD AT 27TH ST,njt_bus,7922,,Bayonne
JFK BLVD AT W 25TH ST,njt_bus,7923,,Bayonne
JFK BLVD AT 23RD ST,njt_bus,7924,,Bayonne
JFK BLVD AT 19TH ST,njt_bus,7925,,Bayonne
JFK BLVD AT 16TH ST,njt_bus,7926,,Bayonne
JFK BLVD AT 12TH ST,njt_bus,7927,,Bayonne
JFK BLVD AT 10TH ST,njt_bus,7928,,Bayonne
JFK BLVD AT 8TH ST,njt_bus,7929,,Bayonne
JFK BLVD AT 2ND ST,njt_bus,7930,,Bayonne
PASSAIC AVE AT CENTRAL AVE,njt_bus,7931,,Newark
PASSAIC AVE AT CENTRAL AVE,njt_bus,7932,,Hackensack
DAVIS AVE AT HARRISON AVE,njt_bus,7950,,Jersey Gardens
FRANK E. RODGERS BLVD AT JERSEY ST#,njt_bus,7951,,Kearny
HARRISON AVE AT FE RODGERS BLVD#,njt_bus,7952,,Kearny
HARRISON AVE AT 6TH ST#,njt_bus,7953,,Kearny
DAVIS AVE AT HARRISON AVE#,njt_bus,7954,,Kearny
DAVIS AVE AT WILLIAM ST#,njt_bus,7955,,Kearny
FRANK E. RODGERS BLVD AT CENTRAL AVE#,njt_bus,7956,,
FRANK RODGERS BLVD AT CLEVELAND AVE#,njt_bus,7957,,
HARRISON AVE AT 3RD ST#,njt_bus,7958,,
HARRISON AVE AT NORTH 2ND ST#,njt_bus,7959,,
HARRISON AVE AT NORTH 2ND ST#,njt_bus,7960,,
HARRISON AVE AT 3RD ST#,njt_bus,7961,,
FRANK RODGERS BLVD AT CLEVELAND AVE#,njt_bus,7962,,
FRANK E. RODGERS BLVD AT WILLIAM ST#,njt_bus,7963,,
DAVIS AVE AT CROSS ST#,njt_bus,7964,,Jersey Gardens
HARRISON AVE AT 5TH ST#,njt_bus,7965,,Jersey Gardens
FRANK E. RODGERS BLVD AT SUSSEX ST#,njt_bus,7966,,Jersey Gardens
FRANK E. RODGERS BLVD AT ANGELO CIFELLI DR#,njt_bus,7967,,Jersey Gardens
FRANK E. RODGERS BLVD AT CAPE MAY ST#,njt_bus,7968,,Jersey Gardens
FRANK E. RODGERS BLVD AT CAPE MAY ST#,njt_bus,7969,,Kearny
FRANK E. RODGERS BLVD AT ANGELO CIFELLI DR#,njt_bus,7970,,Kearny
FRANK E. RODGERS BLVD AT SUSSEX ST#,njt_bus,7971,,Kearny
BALDWIN AVE AT CLIFTON PL,njt_bus,8008,,Journal Square
BALDWIN AVE AT CLIFTON PL,njt_bus,8009,,Ocean Avenue
BERGEN AVE AT VAN NOSTRAND AVE,njt_bus,8010,,
BERGEN AVE AT WOODLAWN AVE,njt_bus,8011,,
BERGEN AVE AT DWIGHT ST,njt_bus,8012,,
BERGEN AVE AT STEGMAN ST,njt_bus,8013,,
BERGEN AVE AT WEGMAN PKWY,njt_bus,8014,,
BERGEN AVE AT BIDWELL AVE,njt_bus,8015,,
BERGEN AVE AT BAYVIEW AVE,njt_bus,8016,,
BERGEN AVE AT WILKINSON AVE,njt_bus,8017,,
BERGEN AVE AT GRANT AVE,njt_bus,8018,,
BERGEN AVE AT ORIENT AVE,njt_bus,8019,,
BERGEN AVE AT VIRGINIA AVE,njt_bus,8020,,
BERGEN AVE AT BRAMHALL AVE,njt_bus,8021,,
BERGEN AVE AT CLINTON AVE,njt_bus,8022,,
BERGEN AVE AT COMMUNIPAW AVE,njt_bus,8023,,
BERGEN AVE AT BRINKERHOFF ST,njt_bus,8024,,
BERGEN AVE AT EMORY ST,njt_bus,8025,,
BERGEN AVE AT BELMONT AVE,njt_bus,8026,,
BERGEN AVE AT JEWETT AVE,njt_bus,8027,,
BERGEN AVE AT FAIRVIEW AVE,njt_bus,8028,,
BERGEN AVE AT FAIRMOUNT AVE,njt_bus,8029,,
BERGEN AVE 70'N OF MONTGOMERY ST,njt_bus,8030,,Hoboken
BERGEN AVE AT MERCER ST,njt_bus,8031,,Hoboken
BERGEN AVE AT NEWKIRK ST,njt_bus,8032,,Hoboken
BERGEN AVE AT ACADEMY ST,njt_bus,8033,,Hoboken
BERGEN AVE AT VROOM ST,njt_bus,8034,,Jersey City
BERGEN AVE AT HIGHLAND AVE,njt_bus,8035,,Jersey City
BERGEN AVE 115'S OF GLENWOOD AVE,njt_bus,8036,,Jersey City
BERGEN AVE AT FAIRMOUNT AVE,njt_bus,8037,,
BERGEN AVE AT FAIRVIEW AVE,njt_bus,8038,,
BERGEN AVE AT JEWETT AVE,njt_bus,8039,,
BERGEN AVE AT KENSINGTON AVE,njt_bus,8040,,
BERGEN AVE AT BELMONT AVE,njt_bus,8041,,
BERGEN AVE AT GIFFORD AVE,njt_bus,8042,,
BERGEN AVE AT BENTLEY AVE,njt_bus,8043,,
BERGEN AVE AT HARRISON AVE,njt_bus,8044,,
BERGEN AVE AT COMMUNIPAW AVE,njt_bus,8045,,
BERGEN AVE AT CLINTON AVE,njt_bus,8046,,
BERGEN AVE AT LEXINGTON AVE,njt_bus,8047,,
BERGEN AVE AT UNION ST,njt_bus,8048,,
BERGEN AVE AT BOYD AVE,njt_bus,8049,,
BERGEN AVE AT VIRGINIA AVE,njt_bus,8050,,
BERGEN AVE AT EGE AVE,njt_bus,8051,,
BERGEN AVE AT MORTON PL,njt_bus,8052,,
BERGEN AVE AT CLAREMONT AVE,njt_bus,8053,,
BERGEN AVE AT WILKINSON AVE,njt_bus,8054,,
BERGEN AVE AT AUDUBON AVE,njt_bus,8055,,
BERGEN AVE AT STEGMAN ST,njt_bus,8056,,
BERGEN AVE AT FULTON AVE,njt_bus,8057,,
BERGEN AVE AT WOODLAWN AVE,njt_bus,8058,,
CENTRAL AVE AT SAINT PAULS AVE,njt_bus,8059,,Hoboken
CENTRAL AVE AT BEACON AVE,njt_bus,8060,,Hoboken
CENTRAL AVE AT WAVERLY ST,njt_bus,8061,,Hoboken
CENTRAL AVE AT RESERVOIR AVE,njt_bus,8062,,Hoboken
CENTRAL AVE AT MANHATTAN AVE,njt_bus,8063,,
CENTRAL AVE AT HUTTON ST,njt_bus,8064,,
CENTRAL AVE AT SHERMAN PL,njt_bus,8075,,
CENTRAL AVE AT MANHATTAN AVE,njt_bus,8076,,Jersey City
CENTRAL AVE AT BOORAEM AVE,njt_bus,8077,,Jersey City
CENTRAL AVE AT PERSHING PLAZA,njt_bus,8078,,Jersey City
CENTRAL AVE AT WAVERLY ST,njt_bus,8079,,Jersey City
CENTRAL AVE AT LAIDLAW AVE,njt_bus,8080,,Jersey City
CENTRAL AVE AT BEACON AVE,njt_bus,8081,,Jersey City
CENTRAL AVE AT SAINT PAULS AVE,njt_bus,8082,,Jersey City
CENTRAL AVE AT HOBOKEN AVE,njt_bus,8083,,Jersey City
COMMUNIPAW AVE AT MARCY AVE,njt_bus,8087,,
COMMUNIPAW AVE AT MALLORY AVE,njt_bus,8088,,
COMMUNIPAW AVE AT WEST SIDE AVE,njt_bus,8089,,
COMMUNIPAW AVE AT J.F. KENNEDY BLVD,njt_bus,8090,,
COMMUNIPAW AVE AT BERGEN AVE,njt_bus,8091,,
COMMUNIPAW AVE AT MARTIN LUTHER KING DR,njt_bus,8092,,
COMMUNIPAW AVE AT CRESCENT AVE,njt_bus,8093,,
COMMUNIPAW AVE AT VAN HORNE ST,njt_bus,8094,,
COMMUNIPAW AVE AT GARFIELD AVE,njt_bus,8095,,
COMMUNIPAW AVE AT GRAND ST,njt_bus,8096,,
COMMUNIPAW AVE AT CRESCENT AVE,njt_bus,8097,,
COMMUNIPAW AVE AT MONTICELLO AVE,njt_bus,8098,,
COMMUNIPAW AVE AT BERGEN AVE,njt_bus,8099,,
COMMUNIPAW AVE AT J.F. KENNEDY BLVD,njt_bus,8100,,
COMMUNIPAW AVE AT WEST SIDE AVE,njt_bus,8101,,
COMMUNIPAW AVE AT MALLORY AVE,njt_bus,8102,,
COMMUNIPAW AVE AT MARCY AVE,njt_bus,8103,,
DANFORTH AVE AT FOWLER AVE,njt_bus,8110,,
DANFORTH AVE AT SULLIVAN DR,njt_bus,8111,,
DANFORTH AVE AT WEST SIDE AVE,njt_bus,8112,,
MARTIN LUTHER KING JR DR AT WARNER AVE,njt_bus,8113,,Hoboken
MARTIN LUTHER KING JR DR AT STEVENS AVE,njt_bus,8114,,Hoboken
MARTIN LUTHER KING JR DR AT ARMSTRONG AVE,njt_bus,8115,,Hoboken
MARTIN LUTHER KING JR DR AT FULTON AVE,njt_bus,8116,,Hoboken
MARTIN LUTHER KING JR DR AT STEGMAN ST,njt_bus,8117,,Hoboken
MARTIN LUTHER KING JR DR AT BIDWELL AVE,njt_bus,8118,,Hoboken
MARTIN LUTHER KING JR DR AT WILKINSON AVE,njt_bus,8119,,Hoboken
MARTIN LUTHER KING JR DR AT MYRTLE AVE,njt_bus,8120,,Hoboken
MARTIN LUTHER KING JR DR AT CLAREMONT AVE,njt_bus,8121,,Hoboken
MARTIN LUTHER KING JR DR AT KEARNEY AVE,njt_bus,8122,,Hoboken
MARTIN LUTHER KING JR DR AT VIRGINIA AVE,njt_bus,8123,,Hoboken
MARTIN LUTHER KING JR DR AT FORREST ST,njt_bus,8124,,Hoboken
MARTIN LUTHER KING JR DR AT UNION ST,njt_bus,8125,,Hoboken
MARTIN LUTHER KING JR DR AT BRAMHALL AVE,njt_bus,8126,,Hoboken
MARTIN LUTHER KING JR DR AT BRAMHALL AVE,njt_bus,8127,,Jersey City
MARTIN LUTHER KING JR DR AT UNION ST,njt_bus,8128,,Jersey City
MARTIN LUTHER KING JR DR AT FORREST ST,njt_bus,8129,,Jersey City
MARTIN LUTHER KING JR DR AT KEARNEY AVE,njt_bus,8130,,Jersey City
MARTIN LUTHER KING JR DR AT CLAREMONT AVE,njt_bus,8131,,Jersey City
MARTIN LUTHER KING JR DR AT MYRTLE AVE,njt_bus,8132,,Jersey City
MARTIN LUTHER KING JR DR AT WILKINSON AVE,njt_bus,8133,,Jersey City
MARTIN LUTHER KING JR DR AT BIDWELL AVE,njt_bus,8134,,Jersey City
MARTIN LUTHER KING JR DR AT STEGMAN ST,njt_bus,8135,,Jersey City
MARTIN LUTHER KING JR DR AT FULTON AVE,njt_bus,8136,,Jersey City
MARTIN LUTHER KING JR DR AT ARMSTRONG AVE,njt_bus,8137,,Jersey City
MARTIN LUTHER KING JR DR AT STEVENS AVE,njt_bus,8138,,Jersey City
MARTIN LUTHER KING JR DR AT WARNER AVE,njt_bus,8139,,Jersey City
MARTIN LUTHER KING JR DR AT MCADOO AVE,njt_bus,8140,,Jersey City
DUNCAN AVE AT ENTERANCE TO PARK,njt_bus,8141,,
DUNCAN AVE AT MALLORY AVE,njt_bus,8142,,
DUNCAN AVE AT DELAWARE AVE,njt_bus,8143,,
DUNCAN AVE AT OPPOSITE ENTRANCE TO PARK,njt_bus,8144,,
FAIRMOUNT AVE AT BERGEN AVE,njt_bus,8145,,Jersey City
FAIRMOUNT AVE AT MONTICELLO AVE,njt_bus,8146,,Jersey City
FAIRMOUNT AVE 70'E OF BERGEN AVE,njt_bus,8147,,Hoboken
FERRY ST AT CENTRAL AVE,njt_bus,8148,,Hoboken
GARFIELD AVE 225'N OF 55TH ST W,njt_bus,8153,,Journal Square
GARFIELD AVE AT UNION ST,njt_bus,8154,,Newport Mall
GARFIELD AVE AT HARMON ST,njt_bus,8155,,Journal Square
GARFIELD AVE AT BRAMHALL AVE,njt_bus,8156,,Journal Square
GARFIELD AVE AT UNION ST,njt_bus,8157,,Journal Square
GARFIELD AVE AT CLAREMONT AVE,njt_bus,8158,,Journal Square
GARFIELD AVE AT MERRITT ST,njt_bus,8159,,
GRAND ST AT CLINTON AVE,njt_bus,8160,,Jersey City
GRAND ST AT ARLINGTON AVE,njt_bus,8161,,Jersey City
GRAND ST AT STATE ST,njt_bus,8162,,Jersey City
GRAND ST AT JOHNSTON AVE,njt_bus,8163,,Jersey City
GRAND ST AT BARBARA PL,njt_bus,8164,,Jersey City
GRAND ST AT PACIFIC AVE,njt_bus,8165,,Jersey City
