name,agency,code,routes,toward
PATERSON PLANK RD AT GOTHAM PARKWAY,njt_bus,1049,,New York
MURRAY HILL PKWY at RT-120,njt_bus,1050,,Newark
HACKENSACK ST 340'S OF PATERSON AVE,njt_bus,1051,,Hackensack
MURRAY HILL PKWY at RT-120,njt_bus,1052,,Hackensack
MOLA BLVD AT GARVEY PL,njt_bus,1094,,Paterson
MOLA BLVD AT RUDOLPH AVE,njt_bus,1095,,Paterson
MOLA BLVD AT PALSA AVE,njt_bus,1096,,Paterson
MOLA BLVD AT MARKET ST,njt_bus,1097,,Paterson
MOLA BLVD AT PALSA AVE,njt_bus,1113,,Elmwood Park
MOLA BLVD AT RUDOLPH AVE,njt_bus,1114,,Elmwood Park
MOLA BLVD AT US-46,njt_bus,1115,,Elmwood Park
MARKET ST AT KOHNER PL,njt_bus,1119,,
MARKET ST AT AUGUSTA ST,njt_bus,1120,,
MARKET ST AT OBAL AVE,njt_bus,1121,,
MARKET ST AT MIDLAND AVE,njt_bus,1122,,
MARKET ST AT MIDLAND AVE,njt_bus,1123,,
MARKET ST AT OBAL AVE,njt_bus,1124,,
MARKET ST AT KOHNER PL,njt_bus,1125,,
MARKET ST AT MOLA BLVD,njt_bus,1126,,
MIDLAND AVE AT RENA LANE,njt_bus,1131,,
MIDLAND AVE AT MARKET ST,njt_bus,1132,,
MIDLAND AVE AT MARKET ST,njt_bus,1133,,
MIDLAND AVE AT RENA LANE,njt_bus,1134,,
RIVER DR AT BIRCHWOOD DR,njt_bus,1135,,
RIVER DR AT SLATER DR,njt_bus,1136,,
RIVER DR AT SLATER DR,njt_bus,1137,,
US-46 at BANK ST,njt_bus,1145,,
US-46 at MILL ST,njt_bus,1146,,
US-46 AT MOLA BLVD,njt_bus,1147,,
US-46 at MEYER ST,njt_bus,1148,,
US-46 278'W OF MOLA BLVD/MILL ST,njt_bus,1149,,
US-46 at MILL ST,njt_bus,1150,,
US-46 AT BANK ST,njt_bus,1151,,
BELMONT AVE AT PALISADE AVE,njt_bus,1493,,Elmwood Park
BELMONT AVE AT PALISADE AVE,njt_bus,1494,,Paterson
HARRISON AVE AT MACARTHUR AVE,njt_bus,1495,,Paterson
JEWELL ST AT OUTWATER LN,njt_bus,1496,,Paterson
LANZA AVE AT JEWELL ST,njt_bus,1497,,Paterson
LANZA AVE AT RAY ST,njt_bus,1498,,Paterson
LANZA AVE AT MAIN ST,njt_bus,1499,,Elmwood Park
LANZA AVE AT RAY ST,njt_bus,1500,,Elmwood Park
LANZA AVE AT JEWELL ST,njt_bus,1501,,Elmwood Park
MACARTHUR AVE AT GRAND ST,njt_bus,1502,,Paterson
MACARTHUR AVE AT FREDERICK ST,njt_bus,1503,,Paterson
MACARTHUR AVE AT ELIZABETH ST,njt_bus,1504,,Paterson
MIDLAND AVE AT GRAND ST,njt_bus,1505,,
MIDLAND AVE AT VAN WINKLE AVE,njt_bus,1506,,
MIDLAND AVE AT ELIZABETH ST,njt_bus,1507,,
MIDLAND AVE AT SEMEL AVE,njt_bus,1508,,
MIDLAND AVE AT OUTWATER LANE,njt_bus,1509,,
MIDLAND AVE AT ELIZABETH ST,njt_bus,1510,,
MIDLAND AVE AT CLARK ST,njt_bus,1511,,
MIDLAND AVE AT GRAND ST,njt_bus,1512,,
MIDLAND AVE AT RIVER DR,njt_bus,1513,,Paramus
MONROE ST AT PALISADE AVE,njt_bus,1514,,Paterson
MONROE ST AT PALISADE AVE,njt_bus,1515,,
OUTWATER LN AT WESSINGTON AVE,njt_bus,1516,,Elmwood Park
OUTWATER LN AT MACARTHUR AVE,njt_bus,1517,,Paramus
PALISADE AVE AT SOMERSET ST,njt_bus,1518,,
PALISADE AVE AT HUDSON ST,njt_bus,1519,,
PALISADE AVE AT MONROE ST,njt_bus,1520,,
PALISADE AVE AT WILLARD ST,njt_bus,1521,,Paterson
PALISADE AVE AT VAN WINKLE AVE,njt_bus,1522,,Paterson
PALISADE AVE AT VAN WINKLE AVE,njt_bus,1523,,Elmwood Park
PALISADE AVE AT HUDSON ST,njt_bus,1524,,
PASSAIC ST AT PALISADE AVE,njt_bus,1525,,
PASSAIC ST AT MIDLAND AVE,njt_bus,1526,,
PASSAIC ST AT MARSELLUS PL,njt_bus,1527,,
PASSAIC ST AT MIDLAND AVE,njt_bus,1528,,
MIDLAND AVE AT VAN WINKLE AVE#,njt_bus,1529,,
MIDLAND AVE AT PALISADE AVE,njt_bus,1530,,
PASSAIC ST AT CAMBRIDGE AVE#,njt_bus,1531,,
PASSAIC ST AT CAMBRIDGE AVE#,njt_bus,1532,,
PASSAIC ST AT RIVER DR#,njt_bus,1533,,
MIDLAND AVE AT PALISADE AVE,njt_bus,1534,,
MIDLAND AVE AT FREDERICK ST#,njt_bus,1535,,
PALISADE AVE AT PASSAIC ST#,njt_bus,1536,,Paramus Park
HARRISON AVE AT HIGHLAND AVE#,njt_bus,1537,,Paramus
HARRISON AVE AT ARNOT ST#,njt_bus,1538,,Paramus
HARRISON AVE AT ELIZABETH ST#,njt_bus,1539,,Paramus
HARRISON AVE AT CHARLES ST#,njt_bus,1540,,Paramus
HARRISON AVE AT FREDERICK ST#,njt_bus,1541,,Paramus
HARRISON AVE AT GRAND ST#,njt_bus,1542,,Paramus
MACARTHUR AVE AT CHARLES ST#,njt_bus,1543,,Paterson
MACARTHUR AVE AT ARNOT ST#,njt_bus,1544,,Paterson
MACARTHUR AVE AT HIGHLAND AVE#,njt_bus,1545,,Paterson
PASSAIC ST AT FREDERICK ST#,njt_bus,1546,,
PASSAIC ST AT MACARTHUR AVE#,njt_bus,1547,,
PASSAIC ST AT PALISADE AVE#,njt_bus,1548,,
PASSAIC ST AT MACARTHUR AVE#,njt_bus,1549,,
PASSAIC ST AT NAPLES PL#,njt_bus,1550,,
PASSAIC ST AT FREDERICK ST#,njt_bus,1551,,
PALISADE AVE AT MONROE ST#,njt_bus,1552,,Elmwood Park
MONROE ST AT RIVER DR#,njt_bus,1553,,Elmwood Park
MONROE ST AT RIVER DR#,njt_bus,1554,,Paterson
WESSINGTON AVE AT ORCHARD ST#,njt_bus,1555,,Paterson
OUTWATER LN AT WESSINGTON AVE#,njt_bus,1556,,Paterson
JEWELL ST AT MORRIS AVE#,njt_bus,1557,,Paterson
JEWELL ST AT MARKET ST#,njt_bus,1558,,Paterson
LANZA AVE AT MAIN AVE#,njt_bus,1559,,Paterson
SHAW ST AT LANZA AVE#,njt_bus,1560,,Paterson
SHAW ST AT BOULEVARD#,njt_bus,1561,,Paterson
SHAW ST AT SPRING GARDEN LANE#,njt_bus,1562,,Elmwood Park
SHAW ST AT LANZA AVE#,njt_bus,1563,,Elmwood Park
WESSINGTON AVE AT ORCHARD ST#,njt_bus,1564,,Elmwood Park
MIDLAND AVE AT BELMONT AVE#,njt_bus,1565,,
MIDLAND AVE AT KRAKOW ST#,njt_bus,1566,,
MIDLAND AVE AT LANZA AVE#,njt_bus,1567,,
MIDLAND AVE at US-46 #,njt_bus,1568,,Paramus Park
MIDLAND AVE AT KRAKOW ST#,njt_bus,1569,,
MIDLAND AVE AT CHARLES ST#,njt_bus,1570,,
HARRISON AVE AT MARSELLUS PL#,njt_bus,1571,,Paterson
CENTRAL AVE AT MAPLE HILL DR,njt_bus,1606,,New York
CENTRAL AVE AT SUMMIT AVE,njt_bus,1607,,
CENTRAL AVE AT PROSPECT AVE,njt_bus,1609,,
CENTRAL AVE AT 2ND ST,njt_bus,1610,,
CENTRAL AVE AT FIRST ST,njt_bus,1618,,
CENTRAL AVE AT PROSPECT AVE,njt_bus,1619,,
CENTRAL AVE AT SUMMIT AVE,njt_bus,1620,,Ridgewood
CENTRAL AVE AT THE ESPLANADE,njt_bus,1621,,Ridgewood
ESSEX ST 150' W OF EASTERLY ARCADIA RD,njt_bus,1623,,
ESSEX ST AT SUMMIT AVE,njt_bus,1624,,
ESSEX ST AT PROSPECT AVE MEDICAL CTR,njt_bus,1625,,
ESSEX ST AT HOSPITAL DR,njt_bus,1626,,
ESSEX ST AT POLIFLY RD,njt_bus,1627,,
ESSEX ST AT RAILROAD AVE,njt_bus,1628,,Newark
ESSEX ST AT GREEN ST,njt_bus,1629,,Newark
ESSEX ST AT NEWMAN ST,njt_bus,1631,,Hackensack
ESSEX ST AT POLIFLY RD,njt_bus,1632,,
ESSEX ST AT SUMMIT AVE,njt_bus,1633,,
ESSEX ST AT EASTERLY ARCADIA RD,njt_bus,1634,,
ESSEX ST AT WESTERLY ARCADIA RD,njt_bus,1635,,
PASSAIC ST AT ESPLANADE,njt_bus,1687,,New York (GWB)
PASSAIC ST AT SUMMIT AVE,njt_bus,1688,,New York (GWB)
PASSAIC ST AT PROSPECT AVE,njt_bus,1689,,New York (GWB)
PLEASANTVIEW AVE AT SUMMIT AVE,njt_bus,1693,,
POLIFLY RD AT ELLEEN TERRACE,njt_bus,1694,,Newark
POLIFLY RD AT LODI ST,njt_bus,1695,,Newark
POLIFLY RD AT ESSEX ST,njt_bus,1696,,Hackensack
POLIFLY RD AT PARKER AVE,njt_bus,1697,,Hackensack
POLIFLY RD 193'S OF MARVIN AVE,njt_bus,1698,,Hackensack
POLIFLY RD AT PLEASANTVIEW AVE,njt_bus,1699,,Hackensack
PROSPECT AVE AT ATLANTIC ST,njt_bus,1700,,Maywood
PROSPECT AVE AT BEECH ST,njt_bus,1701,,Maywood
PROSPECT AVE AT CENTRAL AVE,njt_bus,1702,,Maywood
PROSPECT AVE 480'N OF CENTRAL AVE/GOLF PL,njt_bus,1703,,Maywood
PROSPECT AVE 466'S OF PASSAIC/BERRY ST,njt_bus,1704,,Maywood
PROSPECT AVE AT BERRY ST,njt_bus,1705,,New York
PROSPECT AVE AT CENTRAL AVE,njt_bus,1706,,New York
PROSPECT AVE 205' S OF CENTRAL AVE/BEECH ST,njt_bus,1707,,New York
PROSPECT AVE AT BEECH ST,njt_bus,1708,,New York
PROSPECT AVE AT ATLANTIC ST,njt_bus,1709,,New York
SUMMIT AVE AT WEST PLEASANTVIEW AVE,njt_bus,1723,,Ridgewood
SUMMIT AVE AT STANDISH AVE,njt_bus,1724,,Ridgewood
SUMMIT AVE AT MARVIN AVE,njt_bus,1725,,Ridgewood
SUMMIT AVE AT SIMONS AVE,njt_bus,1726,,Ridgewood
SUMMIT AVE & ESSEX ST,njt_bus,1727,,Ridgewood
SUMMIT AVE AT BEECH ST,njt_bus,1728,,Ridgewood
SUMMIT AVE AT AMERICAN LEGION DR,njt_bus,1729,,Ridgewood
SUMMIT AVE AT CENTRAL AVE,njt_bus,1730,,New York
SUMMIT AVE AT BEECH ST,njt_bus,1731,,New York
SUMMIT AVE & ESSEX ST,njt_bus,1732,,New York
SUMMIT AVE AT SIMONS AVE,njt_bus,1733,,New York
SUMMIT AVE AT MARVIN AVE,njt_bus,1734,,New York
SUMMIT AVE AT MARY ST,njt_bus,1735,,New York
SUMMIT AVE AT WEST PLEASANTVIEW AVE,njt_bus,1736,,New York
THE ESPLANADE AT HEATH PL,njt_bus,1737,,Ridgewood
THE ESPLANADE AT COLONIAL TERRACE,njt_bus,1738,,Ridgewood
BOULEVARD AT RAYMOND ST,njt_bus,1740,,Ridgewood
BOULEVARD AT DIVISION AVE,njt_bus,1741,,Ridgewood
BOULEVARD AT FRANKLIN AVE,njt_bus,1742,,Ridgewood
BOULEVARD AT WILLIAMS AVE,njt_bus,1743,,Ridgewood
BOULEVARD AT BALDWIN AVE,njt_bus,1744,,Ridgewood
BOULEVARD AT BALDWIN AVE,njt_bus,1745,,New York
BOULEVARD AT WILLIAMS AVE,njt_bus,1746,,New York
BOULEVARD AT FRANKLIN AVE,njt_bus,1747,,New York
BOULEVARD AT DIVISION AVE,njt_bus,1748,,New York
BOULEVARD AT RAYMOND ST,njt_bus,1749,,New York
BOULEVARD AT PASSAIC AVE CIRCLE,njt_bus,1750,,New York
INDUSTRIAL AVE AT RAILROAD ST,njt_bus,1751,,
TERRACE AVE AT LINCOLN AVE,njt_bus,1752,,Newark
TERRACE AVE AT HENRY ST,njt_bus,1753,,Newark
TERRACE AVE AT FRANKLIN AVE,njt_bus,1754,,Newark
TERRACE AVE AT MADISON AVE,njt_bus,1755,,Newark
TERRACE AVE AT WILLIAMS AVE,njt_bus,1756,,Newark
TERRACE AVE AT PASADENA TER,njt_bus,1757,,Newark
TERRACE AVE AT PASADENA TER,njt_bus,1758,,Hackensack
TERRACE AVE AT WILLIAMS AVE,njt_bus,1759,,Hackensack
TERRACE AVE AT MADISON AVE,njt_bus,1760,,Hackensack
TERRACE AVE AT FRANKLIN AVE,njt_bus,1761,,Hackensack
TERRACE AVE AT HENRY ST,njt_bus,1762,,Hackensack
TERRACE AVE AT LINCOLN AVE,njt_bus,1763,,Hackensack
WILLIAMS AVE AT BOULEVARD,njt_bus,1764,,
WILLIAMS AVE AT TERRACE AVE,njt_bus,1765,,
WILLIAMS AVE at RT-17,njt_bus,1766,,
WILLIAMS AVE AT BURTON AVE,njt_bus,1767,,
WILLIAMS AVE AT BOULEVARD,njt_bus,1768,,
BOULEVARD AT MADISON AVE,njt_bus,1769,,New York
BOULEVARD AT CENTRAL AVE,njt_bus,1770,,Ridgewood
ESSEX ST AT ROCHELLE AVE,njt_bus,1831,,
ESSEX ST AT MAYWOOD AVE,njt_bus,1832,,
GARIBALDI AVE AT MAIN ST,njt_bus,1833,,
GARIBALDI AVE AT BROOK ST,njt_bus,1834,,
GARIBALDI AVE AT MILL ST,njt_bus,1835,,
GARIBALDI AVE AT SHORT ST,njt_bus,1836,,
GARIBALDI AVE AT WISSE ST,njt_bus,1837,,
GARIBALDI AVE AT WISSE ST,njt_bus,1838,,
GARIBALDI AVE AT META LN,njt_bus,1839,,
GARIBALDI AVE AT MILL ST,njt_bus,1840,,
GARIBALDI AVE AT BROOK ST,njt_bus,1841,,
GARIBALDI AVE AT MAIN ST,njt_bus,1842,,
MAIN ST AT AVENUE C,njt_bus,1843,,
MAIN ST AT WILSON ST,njt_bus,1844,,
MAIN ST AT AVENUE F,njt_bus,1845,,
MAIN ST AT AVENUE C,njt_bus,1846,,
MAIN ST AT ARNOT ST,njt_bus,1847,,
MEMORIAL DR AT WASHINGTON ST,njt_bus,1848,,
PASSAIC AVE AT FIRST ST,njt_bus,1849,,
PASSAIC AVE AT HOME PL,njt_bus,1850,,
US-46 AT WESTMINSTER PL,njt_bus,1851,,
US-46 at CHRISTOPHER ST,njt_bus,1852,,
US-46 at SAVOIE ST,njt_bus,1853,,
US-46 at NORTH SAVOIE ST,njt_bus,1854,,
US-46 500' W of CHRISTOPHER ST,njt_bus,1855,,
US-46 at MONEY ST,njt_bus,1856,,
US-46 AT WESTMINSTER PL,njt_bus,1857,,
PASSAIC (TERHUNE) AVE AT ROOSEVELT AVE,njt_bus,1858,,
UNION ST AT MAIN ST (LIBERTY ST),njt_bus,1859,,
UNION ST AT PROSPECT ST,njt_bus,1860,,
UNION ST AT BROOKSIDE AVE,njt_bus,1861,,
UNION ST AT OAK GROVE AVE,njt_bus,1862,,
UNION ST AT PINE ST,njt_bus,1863,,
UNION ST AT JAMES PL,njt_bus,1864,,
UNION ST AT MASSEY ST,njt_bus,1865,,
UNION ST AT MAIN ST (RENNIE PL),njt_bus,1866,,
CHUBB AVE AT VALLEY BROOK AVE,njt_bus,1867,,New York
CHUBB AVE 1584' N OF VALLEY BROOK AVE,njt_bus,1868,,New York
CHUBB AVE 2376' N OF VALLEY BROOK AVE,njt_bus,1869,,New York
CLAY AVE 778'S OF WALL ST WEST,njt_bus,1870,,New York
CLAY AVE 248'N OF VALLEY BROOK AVE,njt_bus,1871,,New York
POLITO AVE AT RUTHERFORD AVE,njt_bus,1872,,New York
RIDGE RD AT TENEYCK AVE,njt_bus,1873,,Newark
RIDGE RD AT BALDWIN AVE,njt_bus,1874,,Newark
RIVERSIDE AVE AT PAGE AVE,njt_bus,1875,,New York
RIDGE RD AT MARIN AVE,njt_bus,1876,,Newark
RIDGE RD AT VALLEY BROOK AVE,njt_bus,1877,,Newark
RIDGE RD AT MILTON AVE,njt_bus,1878,,Newark
RIDGE RD AT THIRD AVE,njt_bus,1879,,Newark
RIDGE RD AT FIFTH AVE,njt_bus,1880,,Newark
RIDGE RD AT FIFTH AVE,njt_bus,1881,,Hackensack
RIDGE RD AT THIRD AVE,njt_bus,1882,,Hackensack
RIDGE RD AT FREEMAN ST,njt_bus,1883,,Hackensack
RIDGE RD AT VALLEY BROOK AVE,njt_bus,1884,,Hackensack
RIDGE RD AT PAGE AVE,njt_bus,1885,,Hackensack
RIDGE RD AT KINGSLAND AVE,njt_bus,1886,,Hackensack
RIDGE RD AT SUMMER AVE,njt_bus,1887,,Hackensack
RIDGE RD AT PAGE AVE,njt_bus,1888,,Newark
RIVERSIDE AVE 275'S OF PAGE AVE,njt_bus,1889,,Clifton
RUTHERFORD AVE AT STUYVESANT AVE,njt_bus,1890,,New York
RUTHERFORD AVE AT DELAFIELD AVE,njt_bus,1891,,New York
RUTHERFORD AVE AT RIDGE RD,njt_bus,1892,,New York
RUTHERFORD AVE AT ORIENT WAY,njt_bus,1893,,New York
RUTHERFORD AVE AT POLITO AVE,njt_bus,1894,,
VALLEY BROOK AVE 627' W OF CHUBB AVE,njt_bus,1895,,New York
WALL ST WEST AT GARLAND WAY,njt_bus,1896,,New York
WALL ST WEST AT GARLAND WAY WESTBOUND,njt_bus,1897,,New York
WALL ST. WEST AT CLAY AVE,njt_bus,1898,,New York
WALL ST. WEST AT GARLAND WAY,njt_bus,1899,,New York
CENTRAL AVE AT GOLF AVE,njt_bus,1900,,
ESSEX ST AT MAYBROOK DR,njt_bus,1901,,
ESSEX ST AT MAYWOOD AVE,njt_bus,1902,,
MAYWOOD AVE AT EAST MAGNOLIA AVE,njt_bus,1903,,
MAYWOOD AVE AT THOMA AVE,njt_bus,1904,,
MAYWOOD AVE AT WEST MAGNOLIA AVE,njt_bus,1920,,
THE ESPLANADE AT PASSAIC ST.,njt_bus,1939,,New York
THE ESPLANADE AT ROMAINE AVE,njt_bus,1940,,New York
THE ESPLANADE AT EAST MAGNOLIA AVE,njt_bus,1941,,New York
CAESAR PL AT MOONACHIE/COMMERCIAL AVE,njt_bus,1964,,
CAESAR PL AT MOONACHIE/COMMERCIAL AVE,njt_bus,1965,,
MOONACHIE AVE AT GRAND ST,njt_bus,1967,,
MOONACHIE AVE AT CHARLES LINDBERGH BLVD,njt_bus,1968,,
MOONACHIE AVE AT MOONACHIE RD,njt_bus,1969,,
MOONACHIE AVE AT REDNECK AVE,njt_bus,1970,,
MOONACHIE AVE AT CHARLES LINDBERGH BLVD,njt_bus,1971,,
MOONACHIE RD AT MOONACHIE AVE,njt_bus,1972,,
MOONACHIE RD AT MOONACHIE AVE,njt_bus,1978,,
W COMMERCIAL AVE 473'E OF CAESAR PL,njt_bus,1979,,
GARDEN TERRACE AT RIDGE RD,njt_bus,2024,,
RIDGE RD AT GARDEN TERRACE,njt_bus,2025,,Newark
RIDGE RD AT INMAN PL,njt_bus,2026,,Newark
RIDGE RD AT ABBOTT PL,njt_bus,2027,,Newark
RIDGE RD AT ARLINGTON BLVD,njt_bus,2028,,Newark
RIDGE RD AT STOVER AVE,njt_bus,2029,,Newark
RIDGE RD AT ASTOR AVE,njt_bus,2030,,Newark
RIDGE RD AT NOEL DR,njt_bus,2031,,Newark
RIDGE RD AT BERGEN AVE,njt_bus,2032,,Newark
RIDGE RD AT CANTERBURY AVE,njt_bus,2033,,Newark
RIDGE RD AT JAUNCEY AVE,njt_bus,2034,,Hackensack
RIDGE RD AT RIDGE PARK DR,njt_bus,2035,,Hackensack
RIDGE RD AT ASTOR AVE,njt_bus,2036,,Hackensack
RIDGE RD AT CRYSTAL ST,njt_bus,2037,,Hackensack
RIDGE RD AT ARLINGTON BLVD,njt_bus,2038,,Hackensack
RIDGE RD AT ABBOTT PL,njt_bus,2039,,Hackensack
RIDGE RD AT GARDEN TERRACE,njt_bus,2040,,Hackensack
RIDGE RD AT BELLEVILLE TPKE,njt_bus,2041,,Hackensack
ESSEX ST AT HIGH ST,njt_bus,2421,,
ESSEX ST AT ROCHELLE AVE,njt_bus,2422,,
ROCHELLE AVE AT ESSEX ST,njt_bus,2434,,
ROCHELLE AVE AT ESSEX ST,njt_bus,2442,,
RUTHERFORD RAIL STATION,njt_bus,2443,,
ORIENT WAY AT CRANE AVE,njt_bus,2444,,
ORIENT WAY AT PIERREPONT AVE,njt_bus,2445,,
ORIENT WAY AT HIGHLAND CROSS,njt_bus,2446,,
ORIENT WAY AT PASSAIC AVE,njt_bus,2447,,
ORIENT WAY AT PASSAIC AVE,njt_bus,2448,,
ORIENT WAY AT HIGHLAND CROSS,njt_bus,2449,,
ORIENT WAY AT PIERREPONT AVE,njt_bus,2450,,
ORIENT WAY AT WOODLAND AVE,njt_bus,2451,,
RIDGE RD AT VAN RIPER AVE,njt_bus,2452,,Newark
RIDGE RD AT WOODLAND AVE,njt_bus,2453,,Newark
RIDGE RD AT SUMMIT CROSS,njt_bus,2454,,Newark
RIDGE RD AT PASSAIC AVE,njt_bus,2455,,Newark
RIDGE RD AT PASSAIC AVE,njt_bus,2456,,Hackensack
RIDGE RD AT SUMMIT CROSS,njt_bus,2457,,Hackensack
RIDGE RD AT WOODLAND AVE,njt_bus,2458,,Hackensack
RIDGE RD AT MARGINAL RD,njt_bus,2459,,Hackensack
RT-3 SERVICE RD AT ORIENT WAY,njt_bus,2460,,
RUTHERFORD AVE AT POLITO AVE,njt_bus,2461,,Clifton
RUTHERFORD RAIL STATION,njt_bus,2462,,
UNION AVE AT DARWIN AVE,njt_bus,2463,,
UNION AVE AT JACKSON AVE,njt_bus,2464,,
UNION AVE AT SPRINGFIELD AVE,njt_bus,2465,,
UNION AVE AT CARMITA AVE,njt_bus,2466,,
UNION AVE AT MONTROSS AVE,njt_bus,2467,,
UNION AVE AT WOOD STREET,njt_bus,2468,,
UNION AVE AT MORTIMER AVE,njt_bus,2469,,
UNION AVE AT CHESTNUT ST,njt_bus,2470,,
UNION AVE AT WOOD ST,njt_bus,2471,,
UNION AVE AT MONTROSS AVE,njt_bus,2472,,
UNION AVE AT CARMITA AVE,njt_bus,2473,,
UNION AVE 86'E OF BEECH ST,njt_bus,2474,,
UNION AVE AT JACKSON AVE,njt_bus,2475,,
UNION AVE AT DARWIN AVE,njt_bus,2476,,
VETERANS BLVD AT ALTMAN DR,njt_bus,2477,,Ridgewood
VETERANS BLVD 800'S OF BOROUGH ST,njt_bus,2478,,Ridgewood
VETERANS BLVD AT BOROUGH ST,njt_bus,2479,,Ridgewood
VETERANS BLVD AT BOROUGH ST,njt_bus,2480,,New York
VETERANS BLVD. & MEADOWS OFFICE COMPLEX,njt_bus,2481,,New York
VETERANS BLVD AT ALTMAN DR,njt_bus,2482,,New York
5TH ST AT OUTWATER LANE,njt_bus,2483,,Paterson
5TH ST AT PRESIDENT ST,njt_bus,2484,,Paterson
5TH ST 150' S OF JEFFERSON AVE.,njt_bus,2485,,Paterson
5TH ST AT LANZA AVE,njt_bus,2486,,Paterson
5TH ST AT VICTOR ST,njt_bus,2487,,Paterson
5TH ST AT LANZA AVE,njt_bus,2488,,Paramus
5TH ST 125' N of US-46,njt_bus,2489,,Paramus
5TH ST AT PRESIDENT ST,njt_bus,2490,,Paramus
MARKET ST 300'E OF 5TH ST./HICKEY TER,njt_bus,2491,,
MARKET ST AT SAMPSON ST,njt_bus,2492,,
MARKET ST AT CALDWELL AVE,njt_bus,2493,,
MARKET ST AT MAYHILL ST,njt_bus,2494,,
MARKET ST AT WESTMINSTER PL,njt_bus,2495,,
MARKET ST AT BELLA-VISTA AVE,njt_bus,2496,,
MARKET ST & FAIRVIEW AVE,njt_bus,2497,,
MARKET ST & SADDLE RIVER RD,njt_bus,2498,,
MARKET ST AT BELLA-VISTA AVE,njt_bus,2499,,
MARKET ST AT WESTMINSTER PL,njt_bus,2500,,
MARKET ST AT CALDWELL AVE,njt_bus,2501,,
MARKET ST AT SAMPSON ST,njt_bus,2502,,
MARKET ST AT 5TH ST,njt_bus,2503,,
MIDLAND AVE AT OUTWATER LANE,njt_bus,2504,,
MIDLAND AVE AT BANTA AVE,njt_bus,2505,,
MIDLAND AVE AT VAN BOSSUM AVE,njt_bus,2506,,
US-46 AT SIXTH ST,njt_bus,2517,,
US-46 at PRESIDENT ST,njt_bus,2518,,
US-46 108' E of SIXTH ST,njt_bus,2519,,
SADDLE RIVER RD AT MARKET ST,njt_bus,2520,,
SADDLE RIVER RD AT ACKERMAN AVE,njt_bus,2521,,
SADDLE RIVER RD AT ACKERMAN AVE,njt_bus,2538,,
SADDLE RIVER AVE AT GARFIELD PL,njt_bus,2551,,
SADDLE RIVER AVE AT SOUTH MAIN ST,njt_bus,2552,,
SADDLE RIVER AVE AT SOUTH MAIN ST,njt_bus,2553,,
SADDLE RIVER AVE AT GARFIELD PL,njt_bus,2554,,
SOUTH MAIN ST AT TERHUNE AVE,njt_bus,2555,,
WESLEY ST AT GREEN ST,njt_bus,2556,,
WESLEY ST AT SCHRIEFER ST,njt_bus,2557,,Westwood
WESLEY ST AT SCHRIEFER ST,njt_bus,2560,,New York
WESLEY ST 211' E OF GREEN ST,njt_bus,2561,,New York
INDUSTRIAL AVE AT VINCENT PL,njt_bus,2778,,
INDUSTRIAL AVE 950'N OF MALCOLM AVE,njt_bus,2779,,
INDUSTRIAL AVE AT VINCENT PL,njt_bus,2780,,
US-46 AT INDUSTRIAL AVE/HOLISTER RD,njt_bus,2781,,
US-46 at FRED WEHRAN DR,njt_bus,2782,,
US-46 at HUYLER ST,njt_bus,2783,,
US-46 at CENTRAL AVE,njt_bus,2784,,
US-46 AT INDUSTRIAL AVE/HOLISTER RD,njt_bus,2785,,
HUYLER ST AT RUTA CT#,njt_bus,2786,,
HUYLER ST AT RUTA CT#,njt_bus,2787,,
GREEN ST AT NORTH ST (HENRY ST),njt_bus,2788,,
GREEN ST AT NORTH ST (HENRY ST),njt_bus,2789,,
LOCUST AVE AT MAPLE AVE,njt_bus,2790,,
LOCUST AVE AT HAYWARD PL,njt_bus,2791,,
LOCUST AVE AT HATHEWAY ST,njt_bus,2792,,
LOCUST AVE AT HATHEWAY ST,njt_bus,2793,,
LOCUST AVE AT HAYWARD PL,njt_bus,2794,,
LOCUST AVE 225' S OF MAPLE AVE.,njt_bus,2795,,
LOCUST AVE AT PATERSON AVE,njt_bus,2796,,
MAIN AVE AT ANDERSON AVE,njt_bus,2797,,
MAIN AVE AT HATHEWAY ST,njt_bus,2798,,
MAIN AVE AT LOCUST AVE,njt_bus,2799,,
MAIN AVE AT PARK ROW,njt_bus,2800,,
MAIN AVE AT MIDLAND AVE,njt_bus,2801,,
MAIN AVE AT CRESCENT RD,njt_bus,2802,,
MAIN AVE & BLUM ST,njt_bus,2803,,
MAIN AVE AT AL VENTURA RD,njt_bus,2804,,
MAIN AVE 130' S OF KRUG CT.,njt_bus,2805,,
MAIN AVE AT MIDLAND AVE,njt_bus,2806,,
MAIN AVE AT STEIN AVE,njt_bus,2807,,
MAIN AVE AT LOCUST AVE,njt_bus,2808,,
MAIN AVE AT HATHEWAY ST,njt_bus,2809,,
MAIN AVE AT VAN WINKLE AVE,njt_bus,2810,,
MIDLAND AVE 310'N OF STEVENS RD,njt_bus,2811,,Paterson
MIDLAND AVE AT STEVENS RD,njt_bus,2812,,Paramus
PATERSON AVE AT CURIE AVE,njt_bus,2813,,
PATERSON AVE AT JOHNSON AVE,njt_bus,2814,,
PATERSON AVE AT MT. PLEASANT AVE,njt_bus,2815,,
PATERSON AVE AT FRANKLIN ST,njt_bus,2816,,
PATERSON AVE AT ROSE ST,njt_bus,2817,,
PATERSON AVE AT PULASKI AVE,njt_bus,2818,,
